timestamp,open,high,low,close,volume
2026-02-21 11:30:00+00:00,68142.0,68162.0,68081.6,68103.2,531.833
2026-02-21 11:35:00+00:00,68103.3,68130.0,68103.3,68111.8,132.448
2026-02-21 11:40:00+00:00,68111.8,68121.7,68047.4,68068.0,381.274
2026-02-21 11:45:00+00:00,68068.0,68097.7,68048.4,68050.0,350.065
2026-02-21 11:50:00+00:00,68050.0,68093.2,68050.0,68078.8,134.536
2026-02-21 11:55:00+00:00,68078.9,68091.8,68045.5,68060.9,281.645
2026-02-21 12:00:00+00:00,68061.0,68105.4,68060.9,68080.5,149.832
2026-02-21 12:05:00+00:00,68080.6,68083.1,67964.7,67978.4,654.357
2026-02-21 12:10:00+00:00,67978.5,67979.9,67922.1,67957.6,456.344
2026-02-21 12:15:00+00:00,67957.6,67958.0,67929.8,67948.7,467.907
2026-02-21 12:20:00+00:00,67948.6,67985.0,67948.6,67955.8,245.127
2026-02-21 12:25:00+00:00,67955.8,67971.0,67919.1,67933.3,330.689
2026-02-21 12:30:00+00:00,67933.3,67933.4,67882.8,67923.8,1012.992
2026-02-21 12:35:00+00:00,67923.8,67995.2,67923.7,67990.7,365.708
2026-02-21 12:40:00+00:00,67990.6,68000.0,67990.6,67997.5,182.954
2026-02-21 12:45:00+00:00,67997.5,68106.9,67997.4,68092.2,952.499
2026-02-21 12:50:00+00:00,68092.2,68161.6,68072.1,68147.1,406.104
2026-02-21 12:55:00+00:00,68147.2,68186.9,68112.4,68175.9,227.765
2026-02-21 13:00:00+00:00,68175.9,68175.9,68120.0,68120.1,179.429
2026-02-21 13:05:00+00:00,68120.1,68154.8,68119.7,68154.8,97.704
2026-02-21 13:10:00+00:00,68154.7,68154.8,68090.2,68117.7,183.717
2026-02-21 13:15:00+00:00,68117.7,68117.7,68073.0,68110.1,118.864
2026-02-21 13:20:00+00:00,68110.0,68181.4,68110.0,68146.7,169.861
2026-02-21 13:25:00+00:00,68146.7,68250.0,68118.2,68207.4,443.598
2026-02-21 13:30:00+00:00,68207.4,68222.3,68159.4,68162.6,155.416
2026-02-21 13:35:00+00:00,68162.6,68183.7,68149.4,68183.7,113.277
2026-02-21 13:40:00+00:00,68183.7,68183.7,68136.0,68139.9,117.094
2026-02-21 13:45:00+00:00,68140.0,68189.8,68130.0,68186.7,191.113
2026-02-21 13:50:00+00:00,68186.6,68215.6,68166.2,68166.3,127.474
2026-02-21 13:55:00+00:00,68166.3,68229.6,68166.3,68223.3,123.603
2026-02-21 14:00:00+00:00,68223.3,68223.3,68175.5,68180.6,93.914
2026-02-21 14:05:00+00:00,68180.6,68224.1,68146.6,68218.5,342.367
2026-02-21 14:10:00+00:00,68218.4,68242.5,68169.9,68242.5,327.222
2026-02-21 14:15:00+00:00,68242.4,68242.4,68184.5,68210.6,175.584
2026-02-21 14:20:00+00:00,68210.7,68651.4,68198.8,68472.0,4510.446
2026-02-21 14:25:00+00:00,68472.0,68540.5,68363.0,68407.8,977.477
2026-02-21 14:30:00+00:00,68407.8,68600.0,68380.0,68514.5,1694.383
2026-02-21 14:35:00+00:00,68514.5,68532.4,68422.6,68504.5,675.687
2026-02-21 14:40:00+00:00,68504.5,68526.8,68461.6,68506.5,334.976
2026-02-21 14:45:00+00:00,68506.4,68532.0,68428.1,68450.0,324.15
2026-02-21 14:50:00+00:00,68450.0,68554.2,68429.6,68470.1,308.202
2026-02-21 14:55:00+00:00,68470.0,68470.0,68400.2,68416.6,353.528
2026-02-21 15:00:00+00:00,68416.6,68452.0,68389.2,68401.3,279.734
2026-02-21 15:05:00+00:00,68401.3,68446.3,68390.4,68446.2,178.969
2026-02-21 15:10:00+00:00,68446.3,68485.0,68415.3,68455.3,211.669
2026-02-21 15:15:00+00:00,68455.3,68543.2,68444.8,68513.9,341.201
2026-02-21 15:20:00+00:00,68514.0,68527.9,68484.0,68492.1,274.074
2026-02-21 15:25:00+00:00,68492.2,68496.2,68420.8,68421.0,214.798
